key,job_role,job_title,company_name,skills,job_type,location,experience
1,Data Engineer,Data Engineer,IBM,"information Management,ETL tool Informatica PowerCenter",Full time,"Delhi, India",0-2 Years
2,Data Engineer,Data Engineer,Careernet,,Full time,"Bengaluru / Bangalore, India",3-5 Years
3,Data Engineer,,,,,,
4,Data Engineer,,,,,,
5,Data Engineer,,,,,,
6,Data Engineer,,,,,,
7,Data Engineer,,,,,,
8,Data Engineer,,,,,,
9,Data Engineer,,,,,,
10,Data Engineer,,,,,,
11,Data Engineer,,,,,,
12,Data Engineer,,,,,,
13,Data Engineer,,,,,,
14,Data Engineer,,,,,,
15,Data Engineer,,,,,,
16,Data Analyst,Data Analyst - Jedox,Vodafone,"SQLs,Jedox,Controlling,Hyperion,Finance",Full time,Pune,0-2 Years
17,Data Analyst,Data Analyst,Siemens,"Power Bi,Data Warehousing,Microsoft Excel",Full time,"Bengaluru / Bangalore, India",5-6 Years
18,Data Analyst,,,,,,
19,Data Analyst,,,,,,
20,Data Analyst,,,,,,
21,Data Analyst,,,,,,
22,Data Analyst,,,,,,
23,Data Analyst,,,,,,
24,Data Analyst,,,,,,
25,Data Analyst,,,,,,
26,Data Analyst,,,,,,
27,Data Analyst,,,,,,
28,Data Analyst,,,,,,
29,Data Analyst,,,,,,
30,Data Analyst,,,,,,
31,Data Architect,Lead Data Architect - ISS,Fidelity International,"metadata tools,vendor offerings,technical data skills",Full time,India,0-2 Years
32,Data Architect,Data Architect,IndusInd Bank,"data marts,dimensional,business use case",Full time,"Mumbai, India",8-11 Years
33,Data Architect,,,,,,
34,Data Architect,,,,,,
35,Data Architect,,,,,,
36,Data Architect,,,,,,
37,Data Architect,,,,,,
38,Data Architect,,,,,,
39,Data Architect,,,,,,
40,Data Architect,,,,,,
41,Data Architect,,,,,,
42,Data Architect,,,,,,
43,Data Architect,,,,,,
44,Data Architect,,,,,,
45,Data Architect,,,,,,
46,Data Scientist,"(IND) STAFF, DATA SCIENTIST",Walmart Global Tech India,"reinforcement learning,prescriptive analytics",Full time,"Bengaluru / Bangalore, India",6-8 Years
47,Data Scientist,Data Scientist,IBM,,Full time,"Bengaluru / Bangalore, India",4-6 Years
48,Data Scientist,,,,,,
49,Data Scientist,,,,,,
50,Data Scientist,,,,,,
51,Data Scientist,,,,,,
52,Data Scientist,,,,,,
53,Data Scientist,,,,,,
54,Data Scientist,,,,,,
55,Data Scientist,,,,,,
56,Data Scientist,,,,,,
57,Data Scientist,,,,,,
58,Data Scientist,,,,,,
59,Data Scientist,,,,,,
60,Data Scientist,,,,,,
61,Machine Learning Engineer,"Senior Machine Learning Engineer, APAC",Bain & Company,"R,Cloud Computing,Data Science,Machine Learning",Full time,"Gurugram, Gurgaon / Gurugram, India",1-3 Years
62,Machine Learning Engineer,Principal Consultant-Senior Machine Learning Engineer,Genpact,,Full time,Bengaluru / Bangalore,0-2 Years
63,Machine Learning Engineer,,,,,,
64,Machine Learning Engineer,,,,,,
65,Machine Learning Engineer,,,,,,
66,Machine Learning Engineer,,,,,,
67,Machine Learning Engineer,,,,,,
68,Machine Learning Engineer,,,,,,
69,Machine Learning Engineer,,,,,,
70,Machine Learning Engineer,,,,,,
71,Machine Learning Engineer,,,,,,
72,Machine Learning Engineer,,,,,,
73,Machine Learning Engineer,,,,,,
74,Machine Learning Engineer,,,,,,
75,Machine Learning Engineer,,,,,,
